# Data Source: Alternative.me Fear & Greed Index API (https://alternative.me/crypto/fear-and-greed-index/)
FearGreedClassification
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Neutral
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Extreme Fear
Extreme Fear
Fear
Fear
Fear
Extreme Fear
Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Fear
Fear
Extreme Fear
Fear
Fear
Fear
Extreme Fear
Extreme Fear
Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Extreme Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Extreme Fear
Fear
Extreme Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Extreme Fear
Fear
Fear
Fear
Fear
Fear
Fear
Extreme Fear
Extreme Fear
Extreme Fear
Fear
Fear
Fear
Fear
Fear
Neutral
Fear
Neutral
Neutral
Fear
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Greed
Neutral
Greed
Greed
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Neutral
Greed
Greed
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Fear
Fear
Fear
Fear
Neutral
Greed
Neutral
Neutral
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Neutral
Neutral
Neutral
Greed
Neutral
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Fear
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Fear
Fear
Fear
Neutral
Neutral
Neutral
Neutral
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Neutral
Greed
Neutral
Greed
Neutral
Neutral
Neutral
Greed
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Neutral
Neutral
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Fear
Neutral
Neutral
Fear
Neutral
Fear
Neutral
Fear
Fear
Fear
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Fear
Fear
Neutral
Fear
Neutral
Neutral
Neutral
Neutral
Neutral
Greed
Neutral
Neutral
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Greed
Extreme Greed
Greed
Extreme Greed
Greed
Greed
Greed
Neutral
Greed
Greed
Greed
Neutral
Neutral
Greed
Greed
Neutral
Neutral
Neutral
Neutral
