Index,Date,Open,High,Low,Close,Adj Close,Volume,CloseUSD,Currency
N100,2012-04-20,607.3300170898438,610.5,603.4099731445312,608.3099975585938,608.3099975585938,371881800.0,608.3099975585938,USD
N100,2012-04-23,602.8699951171875,602.9199829101562,591.5599975585938,593.3099975585938,593.3099975585938,379454800.0,593.3099975585938,USD
N100,2012-04-24,596.1900024414062,604.3699951171875,594.6599731445312,603.3699951171875,603.3699951171875,304821200.0,603.3699951171875,USD
N100,2012-04-25,604.8099975585938,616.5499877929688,604.239990234375,613.75,613.75,321251000.0,613.75,USD
N100,2012-04-26,614.8400268554688,619.2000122070312,609.6699829101562,615.489990234375,615.489990234375,380578600.0,615.489990234375,USD
N100,2012-04-27,608.6099853515625,621.8300170898438,605.75,619.4000244140625,619.4000244140625,328473400.0,619.4000244140625,USD
N100,2012-04-30,620.1300048828125,620.489990234375,611.6500244140625,612.5800170898438,612.5800170898438,243480200.0,612.5800170898438,USD
N100,2012-05-02,621.1099853515625,622.1199951171875,611.739990234375,614.72998046875,614.72998046875,304383600.0,614.72998046875,USD
N100,2012-05-03,617.7999877929688,622.8400268554688,612.719970703125,615.3800048828125,615.3800048828125,290187200.0,615.3800048828125,USD
N100,2012-05-04,614.1900024414062,615.97998046875,602.72998046875,604.219970703125,604.219970703125,316840400.0,604.219970703125,USD
N100,2012-05-07,595.489990234375,614.02001953125,594.8300170898438,613.0800170898438,613.0800170898438,261552200.0,613.0800170898438,USD
N100,2012-05-08,609.0499877929688,610.9400024414062,597.0900268554688,599.1799926757812,599.1799926757812,363168000.0,599.1799926757812,USD
N100,2012-05-09,600.5900268554688,602.2100219726562,590.72998046875,598.010009765625,598.010009765625,342538000.0,598.010009765625,USD
N100,2012-05-10,601.77001953125,602.5499877929688,590.3599853515625,600.1500244140625,600.1500244140625,363638800.0,600.1500244140625,USD
N100,2012-05-11,595.1199951171875,602.2999877929688,592.47998046875,601.5399780273438,601.5399780273438,283162600.0,601.5399780273438,USD
N100,2012-05-14,596.1599731445312,596.239990234375,585.6500244140625,588.8099975585938,588.8099975585938,305591200.0,588.8099975585938,USD
N100,2012-05-15,592.469970703125,595.780029296875,582.030029296875,585.2999877929688,585.2999877929688,326485800.0,585.2999877929688,USD
N100,2012-05-16,581.469970703125,590.5599975585938,578.5599975585938,585.4199829101562,585.4199829101562,367598200.0,585.4199829101562,USD
N100,2012-05-17,586.5800170898438,587.0399780273438,576.3599853515625,578.27001953125,578.27001953125,265066000.0,578.27001953125,USD
N100,2012-05-18,573.5,579.9600219726562,570.8400268554688,575.0800170898438,575.0800170898438,367065800.0,575.0800170898438,USD
N100,2012-05-21,573.7999877929688,581.3200073242188,572.0499877929688,577.6599731445312,577.6599731445312,256793200.0,577.6599731445312,USD
N100,2012-05-22,581.6400146484375,589.6300048828125,578.6400146484375,588.1599731445312,588.1599731445312,328204000.0,588.1599731445312,USD
N100,2012-05-23,581.9299926757812,582.9299926757812,572.3499755859375,573.8599853515625,573.8599853515625,335280000.0,573.8599853515625,USD
N100,2012-05-24,578.6400146484375,582.3499755859375,571.5399780273438,580.1900024414062,580.1900024414062,291524600.0,580.1900024414062,USD
N100,2012-05-25,581.530029296875,585.47998046875,576.6099853515625,581.9099731445312,581.9099731445312,258385800.0,581.9099731445312,USD
N100,2012-05-28,585.9199829101562,587.9400024414062,579.1199951171875,580.780029296875,580.780029296875,139811200.0,580.780029296875,USD
N100,2012-05-29,584.1099853515625,589.7100219726562,580.219970703125,587.5399780273438,587.5399780273438,248295800.0,587.5399780273438,USD
N100,2012-05-30,582.8099975585938,586.9099731445312,575.1400146484375,576.9299926757812,576.9299926757812,233913200.0,576.9299926757812,USD
N100,2012-05-31,578.8400268554688,581.4500122070312,571.47998046875,576.8099975585938,576.8099975585938,211423800.0,576.8099975585938,USD
N100,2012-06-01,577.2999877929688,577.6599731445312,558.3300170898438,563.1099853515625,563.1099853515625,455338400.0,563.1099853515625,USD
N100,2012-06-04,558.530029296875,567.4299926757812,558.530029296875,562.6500244140625,562.6500244140625,268945400.0,562.6500244140625,USD
N100,2012-06-05,565.9500122070312,568.8200073242188,563.2000122070312,567.1199951171875,567.1199951171875,224137800.0,567.1199951171875,USD
N100,2012-06-06,570.9600219726562,581.4400024414062,570.3400268554688,580.239990234375,580.239990234375,383478000.0,580.239990234375,USD
N100,2012-06-07,583.280029296875,588.72998046875,581.010009765625,583.22998046875,583.22998046875,350742600.0,583.22998046875,USD
N100,2012-06-08,578.9600219726562,582.5900268554688,574.6199951171875,580.9299926757812,580.9299926757812,331481600.0,580.9299926757812,USD
N100,2012-06-11,590.989990234375,593.0499877929688,579.3800048828125,579.8599853515625,579.8599853515625,369603200.0,579.8599853515625,USD
N100,2012-06-12,580.5499877929688,584.239990234375,575.5,581.0700073242188,581.0700073242188,314118800.0,581.0700073242188,USD
N100,2012-06-13,582.7100219726562,585.2899780273438,576.510009765625,579.4099731445312,579.4099731445312,295933600.0,579.4099731445312,USD
N100,2012-06-14,577.9500122070312,580.3900146484375,572.8200073242188,580.219970703125,580.219970703125,271384400.0,580.219970703125,USD
N100,2012-06-15,582.5499877929688,589.7000122070312,582.4299926757812,589.010009765625,589.010009765625,488425000.0,589.010009765625,USD
N100,2012-06-18,595.7999877929688,596.8900146484375,585.5599975585938,587.4299926757812,587.4299926757812,341468600.0,587.4299926757812,USD
N100,2012-06-19,588.2899780273438,596.3599853515625,584.8900146484375,595.719970703125,595.719970703125,291376800.0,595.719970703125,USD
N100,2012-06-20,596.77001953125,597.2999877929688,591.8400268554688,596.8300170898438,596.8300170898438,260835000.0,596.8300170898438,USD
N100,2012-06-21,593.8800048828125,600.8300170898438,592.489990234375,594.9299926757812,594.9299926757812,344707800.0,594.9299926757812,USD
N100,2012-06-22,590.489990234375,593.6699829101562,587.780029296875,590.3099975585938,590.3099975585938,273062400.0,590.3099975585938,USD
N100,2012-06-25,588.1599731445312,588.7000122070312,578.8900146484375,581.2100219726562,581.2100219726562,273901800.0,581.2100219726562,USD
N100,2012-06-26,581.9299926757812,583.4400024414062,578.6099853515625,580.2999877929688,580.2999877929688,252816000.0,580.2999877929688,USD
N100,2012-06-27,582.8400268554688,589.8900146484375,580.489990234375,589.8499755859375,589.8499755859375,270662400.0,589.8499755859375,USD
N100,2012-06-28,591.0399780273438,591.6400146484375,583.6599731445312,588.4500122070312,588.4500122070312,270226400.0,588.4500122070312,USD
N100,2012-06-29,602.7999877929688,611.8099975585938,597.9500122070312,611.8099975585938,611.8099975585938,413854800.0,611.8099975585938,USD
N100,2012-07-02,613.1199951171875,620.9600219726562,611.5800170898438,620.27001953125,620.27001953125,347399000.0,620.27001953125,USD
N100,2012-07-03,621.0999755859375,625.2899780273438,620.4199829101562,625.2899780273438,625.2899780273438,284455400.0,625.2899780273438,USD
N100,2012-07-04,624.280029296875,625.739990234375,621.969970703125,625.5700073242188,625.5700073242188,192177800.0,625.5700073242188,USD
N100,2012-07-05,624.7100219726562,628.7999877929688,616.780029296875,620.3699951171875,620.3699951171875,312172000.0,620.3699951171875,USD
N100,2012-07-06,618.1099853515625,620.22998046875,611.489990234375,611.489990234375,611.489990234375,251197000.0,611.489990234375,USD
N100,2012-07-09,611.239990234375,612.5700073242188,606.6599731445312,608.4500122070312,608.4500122070312,215545200.0,608.4500122070312,USD
N100,2012-07-10,610.0499877929688,618.0999755859375,608.239990234375,613.8099975585938,613.8099975585938,242408800.0,613.8099975585938,USD
N100,2012-07-11,610.530029296875,613.989990234375,608.969970703125,610.6300048828125,610.6300048828125,214011800.0,610.6300048828125,USD
N100,2012-07-12,607.8599853515625,610.6500244140625,604.030029296875,606.7000122070312,606.7000122070312,254376400.0,606.7000122070312,USD
N100,2012-07-13,608.77001953125,614.3699951171875,607.3599853515625,614.260009765625,614.260009765625,244722800.0,614.260009765625,USD
N100,2012-07-16,613.030029296875,615.6199951171875,610.9099731445312,615.0800170898438,615.0800170898438,203885400.0,615.0800170898438,USD
N100,2012-07-17,616.9400024414062,619.22998046875,613.3699951171875,614.9099731445312,614.9099731445312,317467200.0,614.9099731445312,USD
N100,2012-07-18,617.5599975585938,624.0,616.719970703125,624.0,624.0,245098600.0,624.0,USD
N100,2012-07-19,626.0800170898438,631.1400146484375,625.9600219726562,630.8400268554688,630.8400268554688,306688800.0,630.8400268554688,USD
N100,2012-07-20,629.469970703125,630.489990234375,619.760009765625,620.3400268554688,620.3400268554688,361027600.0,620.3400268554688,USD
N100,2012-07-23,613.97998046875,614.5599975585938,601.4199829101562,603.77001953125,603.77001953125,350753800.0,603.77001953125,USD
N100,2012-07-24,605.8200073242188,606.969970703125,599.9299926757812,599.9299926757812,599.9299926757812,281474400.0,599.9299926757812,USD
N100,2012-07-25,598.8200073242188,606.010009765625,598.5700073242188,601.1900024414062,601.1900024414062,266933400.0,601.1900024414062,USD
N100,2012-07-26,602.6599731445312,621.0399780273438,599.3200073242188,621.030029296875,621.030029296875,449226600.0,621.030029296875,USD
N100,2012-07-27,623.3300170898438,630.8200073242188,617.969970703125,630.8200073242188,630.8200073242188,343840400.0,630.8200073242188,USD
N100,2012-07-30,633.77001953125,640.469970703125,632.5399780273438,638.8400268554688,638.8400268554688,285716000.0,638.8400268554688,USD
N100,2012-07-31,636.7999877929688,638.1099853515625,632.0399780273438,632.1699829101562,632.1699829101562,276901800.0,632.1699829101562,USD
N100,2012-08-01,633.0900268554688,638.6400146484375,633.0900268554688,637.22998046875,637.22998046875,227545800.0,637.22998046875,USD
N100,2012-08-02,637.4400024414062,645.1799926757812,624.6099853515625,624.6099853515625,624.6099853515625,443325400.0,624.6099853515625,USD
N100,2012-08-03,626.6199951171875,645.77001953125,625.2999877929688,645.77001953125,645.77001953125,311783800.0,645.77001953125,USD
N100,2012-08-06,644.7899780273438,652.3099975585938,643.1500244140625,649.780029296875,649.780029296875,261708800.0,649.780029296875,USD
N100,2012-08-07,649.0499877929688,657.8499755859375,648.8300170898438,657.510009765625,657.510009765625,293363000.0,657.510009765625,USD
N100,2012-08-08,654.6699829101562,656.9299926757812,651.530029296875,654.260009765625,654.260009765625,237972200.0,654.260009765625,USD
N100,2012-08-09,657.0900268554688,658.9099731445312,652.469970703125,658.2999877929688,658.2999877929688,242134600.0,658.2999877929688,USD
N100,2012-08-10,655.4600219726562,655.969970703125,651.5900268554688,655.1699829101562,655.1699829101562,202509400.0,655.1699829101562,USD
N100,2012-08-13,653.6199951171875,657.1500244140625,650.1199951171875,652.6699829101562,652.6699829101562,168459200.0,652.6699829101562,USD
N100,2012-08-14,655.47998046875,658.1400146484375,653.47998046875,656.02001953125,656.02001953125,168030600.0,656.02001953125,USD
N100,2012-08-15,653.1599731445312,658.5,651.989990234375,656.2899780273438,656.2899780273438,121026400.0,656.2899780273438,USD
N100,2012-08-16,657.260009765625,660.1699829101562,654.469970703125,660.1699829101562,660.1699829101562,189389800.0,660.1699829101562,USD
N100,2012-08-17,662.22998046875,664.0900268554688,660.4500122070312,662.3300170898438,662.3300170898438,242610800.0,662.3300170898438,USD
N100,2012-08-20,661.6099853515625,665.1900024414062,657.6699829101562,660.6500244140625,660.6500244140625,198489800.0,660.6500244140625,USD
N100,2012-08-21,662.1099853515625,666.9199829101562,662.1099853515625,665.2100219726562,665.2100219726562,192693200.0,665.2100219726562,USD
N100,2012-08-22,660.3499755859375,662.260009765625,657.25,657.3300170898438,657.3300170898438,181529400.0,657.3300170898438,USD
N100,2012-08-23,661.6300048828125,662.6799926757812,649.3400268554688,651.9299926757812,651.9299926757812,206303600.0,651.9299926757812,USD
N100,2012-08-24,652.1199951171875,654.1599731445312,646.8300170898438,652.5900268554688,652.5900268554688,193072600.0,652.5900268554688,USD
N100,2012-08-27,651.6500244140625,657.5399780273438,650.3499755859375,657.5,657.5,132981400.0,657.5,USD
N100,2012-08-28,654.3499755859375,656.4099731445312,651.530029296875,653.5700073242188,653.5700073242188,153950200.0,653.5700073242188,USD
N100,2012-08-29,652.9299926757812,653.5900268554688,649.469970703125,651.780029296875,651.780029296875,163883000.0,651.780029296875,USD
N100,2012-08-30,650.0700073242188,651.3599853515625,644.72998046875,645.8900146484375,645.8900146484375,221418600.0,645.8900146484375,USD
N100,2012-08-31,645.989990234375,653.97998046875,644.8900146484375,650.6099853515625,650.6099853515625,269421800.0,650.6099853515625,USD
N100,2012-09-03,649.2899780273438,658.3099975585938,648.2100219726562,658.3099975585938,658.3099975585938,135414400.0,658.3099975585938,USD
N100,2012-09-04,658.8300170898438,658.8300170898438,649.8699951171875,650.239990234375,650.239990234375,167940600.0,650.239990234375,USD
N100,2012-09-05,649.7899780273438,655.0,646.7000122070312,651.0800170898438,651.0800170898438,245576400.0,651.0800170898438,USD
N100,2012-09-06,652.6400146484375,668.2899780273438,652.0499877929688,668.2899780273438,668.2899780273438,347612200.0,668.2899780273438,USD
N100,2012-09-07,669.7999877929688,676.02001953125,668.3900146484375,669.030029296875,669.030029296875,405728600.0,669.030029296875,USD
N100,2012-09-10,667.5,669.5800170898438,664.75,665.3900146484375,665.3900146484375,234822600.0,665.3900146484375,USD
N100,2012-09-11,663.0999755859375,668.5700073242188,660.1599731445312,668.52001953125,668.52001953125,256063000.0,668.52001953125,USD
N100,2012-09-12,670.0,674.5399780273438,666.510009765625,668.780029296875,668.780029296875,340014600.0,668.780029296875,USD
N100,2012-09-13,667.3200073242188,667.780029296875,661.5999755859375,663.4000244140625,663.4000244140625,243460400.0,663.4000244140625,USD
N100,2012-09-14,674.5800170898438,675.4199829101562,671.3400268554688,674.1099853515625,674.1099853515625,382104600.0,674.1099853515625,USD
N100,2012-09-17,670.5,673.0,670.0599975585938,670.7100219726562,670.7100219726562,232016600.0,670.7100219726562,USD
N100,2012-09-18,667.219970703125,668.75,663.0999755859375,665.4400024414062,665.4400024414062,277717200.0,665.4400024414062,USD
N100,2012-09-19,668.25,670.0800170898438,664.8699951171875,668.5499877929688,668.5499877929688,259397800.0,668.5499877929688,USD
N100,2012-09-20,663.7999877929688,666.8699951171875,662.0499877929688,665.8699951171875,665.8699951171875,236044200.0,665.8699951171875,USD
N100,2012-09-21,668.8499755859375,670.6599731445312,665.3099975585938,668.8200073242188,668.8200073242188,388338000.0,668.8200073242188,USD
N100,2012-09-24,664.9099731445312,666.72998046875,661.8499755859375,663.8499755859375,663.8499755859375,192945400.0,663.8499755859375,USD
N100,2012-09-25,662.6400146484375,668.0599975585938,661.2000122070312,667.0900268554688,667.0900268554688,208267600.0,667.0900268554688,USD
N100,2012-09-26,660.2999877929688,660.2999877929688,652.1199951171875,652.22998046875,652.22998046875,283359400.0,652.22998046875,USD
N100,2012-09-27,655.719970703125,656.22998046875,652.1500244140625,654.4099731445312,654.4099731445312,208179600.0,654.4099731445312,USD
N100,2012-09-28,657.1500244140625,657.7000122070312,642.3800048828125,642.3800048828125,642.3800048828125,277618000.0,642.3800048828125,USD
N100,2012-10-01,641.469970703125,654.530029296875,641.469970703125,653.9600219726562,653.9600219726562,258945200.0,653.9600219726562,USD
N100,2012-10-02,649.510009765625,658.1199951171875,648.5999755859375,653.0599975585938,653.0599975585938,223906600.0,653.0599975585938,USD
N100,2012-10-03,650.5900268554688,653.9400024414062,649.0700073242188,652.4600219726562,652.4600219726562,196263600.0,652.4600219726562,USD
N100,2012-10-04,655.1199951171875,656.8599853515625,649.489990234375,651.780029296875,651.780029296875,209755200.0,651.780029296875,USD
N100,2012-10-05,653.9600219726562,662.0499877929688,653.1500244140625,661.3699951171875,661.3699951171875,242535600.0,661.3699951171875,USD
N100,2012-10-08,656.8499755859375,656.8599853515625,653.030029296875,653.8400268554688,653.8400268554688,190577600.0,653.8400268554688,USD
N100,2012-10-09,656.030029296875,656.3099975585938,648.4199829101562,649.3200073242188,649.3200073242188,255383600.0,649.3200073242188,USD
N100,2012-10-10,646.469970703125,648.9500122070312,645.6599731445312,646.27001953125,646.27001953125,217617600.0,646.27001953125,USD
N100,2012-10-11,643.97998046875,654.969970703125,643.9400024414062,653.25,653.25,234411000.0,653.25,USD
N100,2012-10-12,651.489990234375,653.7999877929688,649.510009765625,649.510009765625,649.510009765625,266024400.0,649.510009765625,USD
N100,2012-10-15,648.9099731445312,657.1300048828125,648.9099731445312,654.0999755859375,654.0999755859375,201502200.0,654.0999755859375,USD
N100,2012-10-16,657.9199829101562,665.5599975585938,655.3699951171875,665.5499877929688,665.5499877929688,273640200.0,665.5499877929688,USD
N100,2012-10-17,666.9600219726562,669.7999877929688,665.219970703125,669.260009765625,669.260009765625,349724400.0,669.260009765625,USD
N100,2012-10-18,668.469970703125,669.7999877929688,664.7999877929688,668.489990234375,668.489990234375,296070000.0,668.489990234375,USD
N100,2012-10-19,666.5999755859375,668.6799926757812,662.9099731445312,663.8599853515625,663.8599853515625,325680000.0,663.8599853515625,USD
N100,2012-10-22,662.5,665.9500122070312,659.8300170898438,661.1099853515625,661.1099853515625,229680800.0,661.1099853515625,USD
N100,2012-10-23,661.4099731445312,662.47998046875,646.5999755859375,648.5499877929688,648.5499877929688,282447600.0,648.5499877929688,USD
N100,2012-10-24,650.1300048828125,653.27001953125,645.1799926757812,651.6799926757812,651.6799926757812,229170200.0,651.6799926757812,USD
N100,2012-10-25,652.1599731445312,657.0599975585938,649.8900146484375,650.1699829101562,650.1699829101562,237924400.0,650.1699829101562,USD
N100,2012-10-26,646.489990234375,655.2000122070312,646.010009765625,653.3599853515625,653.3599853515625,235936000.0,653.3599853515625,USD
N100,2012-10-29,649.6599731445312,651.469970703125,647.0900268554688,649.4400024414062,649.4400024414062,168343200.0,649.4400024414062,USD
N100,2012-10-30,651.2899780273438,657.1400146484375,651.2899780273438,657.1199951171875,657.1199951171875,138949000.0,657.1199951171875,USD
N100,2012-10-31,657.1699829101562,660.9500122070312,651.8599853515625,651.8599853515625,651.8599853515625,213492800.0,651.8599853515625,USD
N100,2012-11-01,651.3099975585938,661.260009765625,650.72998046875,659.8599853515625,659.8599853515625,163370400.0,659.8599853515625,USD
